timestamp,day,nday,tag,region
8/10/08 23:37,8/10/08,39670,985121002832,first read
8/13/08 17:34,8/13/08,39673,982000088068519,first read
8/13/08 17:37,8/13/08,39673,982000088068519,32
8/13/08 18:06,8/13/08,39673,982000088068519,22
8/13/08 18:06,8/13/08,39673,982000088068519,22
8/13/08 18:07,8/13/08,39673,982000088068519,22
8/13/08 18:57,8/13/08,39673,982000088068519,23
8/13/08 19:07,8/13/08,39673,982000088068519,33
8/13/08 20:21,8/13/08,39673,982000088068519,32
8/13/08 23:57,8/13/08,39673,982000088068519,22
8/14/08 0:01,8/14/08,39674,982000088068519,21
8/14/08 0:01,8/14/08,39674,982000088068519,11
8/14/08 15:30,8/14/08,39674,982000088068519,11
8/14/08 16:56,8/14/08,39674,982000088068519,11
8/14/08 16:56,8/14/08,39674,982000088068519,11
8/14/08 16:57,8/14/08,39674,982000088068519,11
8/15/08 9:21,8/15/08,39675,982000088068519,11
8/17/08 5:59,8/17/08,39677,982000088068519,11
8/17/08 5:59,8/17/08,39677,982000088068519,11
8/17/08 6:07,8/17/08,39677,982000088068519,12
8/17/08 6:07,8/17/08,39677,982000088068519,22
8/17/08 23:21,8/17/08,39677,982000088068519,22
8/17/08 23:21,8/17/08,39677,982000088068519,22
8/17/08 23:48,8/17/08,39677,982000088068519,21
8/17/08 23:48,8/17/08,39677,982000088068519,11
8/18/08 5:59,8/18/08,39678,982000088068519,11
8/18/08 6:11,8/18/08,39678,982000088068519,12
8/18/08 6:14,8/18/08,39678,982000088068519,22
8/18/08 22:24,8/18/08,39678,982000088068519,22
8/18/08 22:27,8/18/08,39678,982000088068519,21
8/18/08 22:27,8/18/08,39678,982000088068519,11
8/19/08 7:15,8/19/08,39679,982000088068519,11
8/19/08 13:05,8/19/08,39679,982000088068519,12
8/21/08 12:55,8/21/08,39681,982000088068523,first read
8/21/08 12:56,8/21/08,39681,982000088068523,33
8/21/08 12:57,8/21/08,39681,982000088068523,33
8/21/08 12:57,8/21/08,39681,982000088068523,33
8/21/08 12:57,8/21/08,39681,982000088068523,33
8/21/08 12:58,8/21/08,39681,982000088068523,33
8/21/08 12:59,8/21/08,39681,982000088068523,32
8/13/08 0:27,8/13/08,39673,982000088068525,first read
8/13/08 3:20,8/13/08,39673,982000088068525,11
8/13/08 3:21,8/13/08,39673,982000088068525,11
8/13/08 3:26,8/13/08,39673,982000088068525,12
8/13/08 4:48,8/13/08,39673,982000088068525,22
8/13/08 4:49,8/13/08,39673,982000088068525,22
8/13/08 4:50,8/13/08,39673,982000088068525,23
8/13/08 4:51,8/13/08,39673,982000088068525,33
8/13/08 6:37,8/13/08,39673,982000088068525,33
8/13/08 6:37,8/13/08,39673,982000088068525,33
8/13/08 6:37,8/13/08,39673,982000088068525,33
8/13/08 6:37,8/13/08,39673,982000088068525,33
8/13/08 6:38,8/13/08,39673,982000088068525,33
8/13/08 6:38,8/13/08,39673,982000088068525,32
8/13/08 15:11,8/13/08,39673,982000088068525,22
8/13/08 15:11,8/13/08,39673,982000088068525,22
8/13/08 15:11,8/13/08,39673,982000088068525,22
8/13/08 15:14,8/13/08,39673,982000088068525,23
8/13/08 15:14,8/13/08,39673,982000088068525,33
8/13/08 15:14,8/13/08,39673,982000088068525,33
8/13/08 15:14,8/13/08,39673,982000088068525,33
8/13/08 15:14,8/13/08,39673,982000088068525,33
8/13/08 15:14,8/13/08,39673,982000088068525,33
8/13/08 15:14,8/13/08,39673,982000088068525,33
8/14/08 0:14,8/14/08,39674,982000088068525,33
8/14/08 0:14,8/14/08,39674,982000088068525,32
8/14/08 0:29,8/14/08,39674,982000088068525,22
8/14/08 0:29,8/14/08,39674,982000088068525,21
8/19/08 12:49,8/19/08,39679,982000088068525,12
8/19/08 12:49,8/19/08,39679,982000088068525,22
8/1/08 23:49,8/1/08,39661,982000088068558,first read
7/29/08 6:01,7/29/08,39658,982000088068577,first read
7/29/08 23:39,7/29/08,39658,982000088068577,12
7/30/08 2:40,7/30/08,39659,982000088068577,22
7/30/08 2:40,7/30/08,39659,982000088068577,22
7/30/08 2:41,7/30/08,39659,982000088068577,21
7/30/08 4:05,7/30/08,39659,982000088068577,11
7/30/08 4:20,7/30/08,39659,982000088068577,12
8/2/08 0:20,8/2/08,39662,982000088068577,22
8/2/08 0:20,8/2/08,39662,982000088068577,22
8/2/08 0:23,8/2/08,39662,982000088068577,21
8/2/08 2:19,8/2/08,39662,982000088068577,11
8/2/08 2:28,8/2/08,39662,982000088068577,12
8/3/08 0:00,8/3/08,39663,982000088068577,22
8/3/08 0:03,8/3/08,39663,982000088068577,21
8/3/08 0:03,8/3/08,39663,982000088068577,11
8/3/08 4:25,8/3/08,39663,982000088068577,11
8/3/08 4:36,8/3/08,39663,982000088068577,12
8/4/08 0:20,8/4/08,39664,982000088068577,22
8/4/08 0:21,8/4/08,39664,982000088068577,21
8/4/08 0:21,8/4/08,39664,982000088068577,11
8/4/08 4:30,8/4/08,39664,982000088068577,11
8/4/08 4:39,8/4/08,39664,982000088068577,12
8/5/08 0:05,8/5/08,39665,982000088068577,22
8/5/08 0:13,8/5/08,39665,982000088068577,21
8/5/08 4:13,8/5/08,39665,982000088068577,11
8/5/08 4:21,8/5/08,39665,982000088068577,12
8/5/08 23:45,8/5/08,39665,982000088068577,22
8/5/08 23:47,8/5/08,39665,982000088068577,21
8/6/08 4:33,8/6/08,39666,982000088068577,11
8/6/08 4:41,8/6/08,39666,982000088068577,12
8/6/08 23:19,8/6/08,39666,982000088068577,22
8/6/08 23:21,8/6/08,39666,982000088068577,21
8/7/08 4:50,8/7/08,39667,982000088068577,11
8/7/08 4:56,8/7/08,39667,982000088068577,12
8/10/08 23:59,8/10/08,39670,982000088068577,22
8/11/08 0:00,8/11/08,39671,982000088068577,22
8/11/08 0:01,8/11/08,39671,982000088068577,21
8/11/08 0:02,8/11/08,39671,982000088068577,11
8/11/08 5:42,8/11/08,39671,982000088068577,11
8/11/08 6:00,8/11/08,39671,982000088068577,12
8/12/08 23:13,8/12/08,39672,982000088068577,22
8/12/08 23:14,8/12/08,39672,982000088068577,21
8/13/08 3:25,8/13/08,39673,982000088068577,11
8/13/08 3:32,8/13/08,39673,982000088068577,12
8/14/08 23:09,8/14/08,39674,982000088068577,22
8/15/08 3:31,8/15/08,39675,982000088068577,21
8/15/08 3:31,8/15/08,39675,982000088068577,11
8/15/08 3:39,8/15/08,39675,982000088068577,12
8/15/08 3:39,8/15/08,39675,982000088068577,22
8/17/08 23:32,8/17/08,39677,982000088068577,22
8/17/08 23:33,8/17/08,39677,982000088068577,21
8/18/08 13:01,8/18/08,39678,982000088068577,11
8/18/08 13:10,8/18/08,39678,982000088068577,12
8/19/08 12:49,8/19/08,39679,982000088068577,22
8/2/08 0:13,8/2/08,39662,982000088068610,first read
8/2/08 0:19,8/2/08,39662,982000088068610,33
8/2/08 5:22,8/2/08,39662,982000088068610,33
8/3/08 1:18,8/3/08,39663,982000088068610,31
8/3/08 1:21,8/3/08,39663,982000088068610,21
8/4/08 0:26,8/4/08,39664,982000088068610,11
8/4/08 0:29,8/4/08,39664,982000088068610,11
8/4/08 2:05,8/4/08,39664,982000088068610,12
8/5/08 0:05,8/5/08,39665,982000088068610,22
8/5/08 0:55,8/5/08,39665,982000088068610,21
8/5/08 4:01,8/5/08,39665,982000088068610,11
8/5/08 4:02,8/5/08,39665,982000088068610,11
8/5/08 4:10,8/5/08,39665,982000088068610,12
8/5/08 4:11,8/5/08,39665,982000088068610,22
8/7/08 23:42,8/7/08,39667,982000088068610,22
8/7/08 23:44,8/7/08,39667,982000088068610,21
8/7/08 23:44,8/7/08,39667,982000088068610,11
8/7/08 23:55,8/7/08,39667,982000088068610,11
8/7/08 23:56,8/7/08,39667,982000088068610,11
8/8/08 0:02,8/8/08,39668,982000088068610,12
8/8/08 5:52,8/8/08,39668,982000088068610,22
8/8/08 5:57,8/8/08,39668,982000088068610,22
8/8/08 23:26,8/8/08,39668,982000088068610,22
8/8/08 23:32,8/8/08,39668,982000088068610,22
8/8/08 23:32,8/8/08,39668,982000088068610,22
8/9/08 23:55,8/9/08,39669,982000088068610,22
8/10/08 0:00,8/10/08,39670,982000088068610,21
8/10/08 5:11,8/10/08,39670,982000088068610,11
8/10/08 5:17,8/10/08,39670,982000088068610,12
8/10/08 17:58,8/10/08,39670,982000088068610,22
8/10/08 18:00,8/10/08,39670,982000088068610,23
8/11/08 22:12,8/11/08,39671,982000088068610,33
8/11/08 22:20,8/11/08,39671,982000088068610,32
8/11/08 23:30,8/11/08,39671,982000088068610,22
8/11/08 23:33,8/11/08,39671,982000088068610,21
8/11/08 23:44,8/11/08,39671,982000088068610,11
8/11/08 23:52,8/11/08,39671,982000088068610,12
8/12/08 0:45,8/12/08,39672,982000088068610,22
8/12/08 0:49,8/12/08,39672,982000088068610,21
8/12/08 0:49,8/12/08,39672,982000088068610,11
8/12/08 5:52,8/12/08,39672,982000088068610,11
8/12/08 5:52,8/12/08,39672,982000088068610,11
8/12/08 6:00,8/12/08,39672,982000088068610,12
8/12/08 21:41,8/12/08,39672,982000088068610,22
8/12/08 21:45,8/12/08,39672,982000088068610,23
8/14/08 22:22,8/14/08,39674,982000088068610,33
8/14/08 22:24,8/14/08,39674,982000088068610,32
8/14/08 22:48,8/14/08,39674,982000088068610,22
8/15/08 6:41,8/15/08,39675,982000088068610,21
8/15/08 22:41,8/15/08,39675,982000088068610,11
8/15/08 22:41,8/15/08,39675,982000088068610,11
8/15/08 22:42,8/15/08,39675,982000088068610,11
8/15/08 22:43,8/15/08,39675,982000088068610,11
8/15/08 22:43,8/15/08,39675,982000088068610,11
8/15/08 23:06,8/15/08,39675,982000088068610,11
8/15/08 23:11,8/15/08,39675,982000088068610,12
8/16/08 1:38,8/16/08,39676,982000088068610,22
8/16/08 1:38,8/16/08,39676,982000088068610,22
8/16/08 1:43,8/16/08,39676,982000088068610,23
8/18/08 22:27,8/18/08,39678,982000088068610,33
8/18/08 22:27,8/18/08,39678,982000088068610,32
8/18/08 22:48,8/18/08,39678,982000088068610,22
8/18/08 22:50,8/18/08,39678,982000088068610,21
8/19/08 5:50,8/19/08,39679,982000088068610,11
8/19/08 5:57,8/19/08,39679,982000088068610,12
8/19/08 10:02,8/19/08,39679,982000088068610,22
8/19/08 10:05,8/19/08,39679,982000088068610,23
8/15/08 22:43,8/15/08,39675,982000088068615,first read
8/2/08 11:31,8/2/08,39662,982000088068641,first read
8/3/08 0:24,8/3/08,39663,982000088068641,33
8/14/08 15:05,8/14/08,39674,982000088068641,33
8/14/08 15:06,8/14/08,39674,982000088068641,32
8/14/08 15:18,8/14/08,39674,982000088068641,22
8/14/08 15:19,8/14/08,39674,982000088068641,22
8/14/08 15:27,8/14/08,39674,982000088068641,23
8/14/08 15:27,8/14/08,39674,982000088068641,33
8/14/08 15:28,8/14/08,39674,982000088068641,33
8/1/08 0:04,8/1/08,39661,982000088068667,first read
8/1/08 0:51,8/1/08,39661,982000088068667,31
8/1/08 1:11,8/1/08,39661,982000088068667,21
8/1/08 1:28,8/1/08,39661,982000088068667,11
8/1/08 1:31,8/1/08,39661,982000088068667,11
8/1/08 1:43,8/1/08,39661,982000088068667,11
8/1/08 1:53,8/1/08,39661,982000088068667,12
8/1/08 5:58,8/1/08,39661,982000088068667,23
8/1/08 23:43,8/1/08,39661,982000088068667,33
8/2/08 0:35,8/2/08,39662,982000088068667,31
8/2/08 0:39,8/2/08,39662,982000088068667,21
8/2/08 4:30,8/2/08,39662,982000088068667,11
8/2/08 4:31,8/2/08,39662,982000088068667,11
8/2/08 4:38,8/2/08,39662,982000088068667,12
8/2/08 7:20,8/2/08,39662,982000088068667,23
8/3/08 23:18,8/3/08,39663,982000088068667,33
8/4/08 1:03,8/4/08,39664,982000088068667,31
8/4/08 1:04,8/4/08,39664,982000088068667,21
8/4/08 4:06,8/4/08,39664,982000088068667,11
8/4/08 4:12,8/4/08,39664,982000088068667,12
8/4/08 4:12,8/4/08,39664,982000088068667,22
8/4/08 7:25,8/4/08,39664,982000088068667,23
8/7/08 0:28,8/7/08,39667,982000088068667,31
8/7/08 0:28,8/7/08,39667,982000088068667,21
8/7/08 4:33,8/7/08,39667,982000088068667,11
8/7/08 4:40,8/7/08,39667,982000088068667,12
8/10/08 23:25,8/10/08,39670,982000088068667,23
8/10/08 23:27,8/10/08,39670,982000088068667,32
8/11/08 0:03,8/11/08,39671,982000088068667,22
8/11/08 0:04,8/11/08,39671,982000088068667,21
8/11/08 4:49,8/11/08,39671,982000088068667,11
8/11/08 4:55,8/11/08,39671,982000088068667,12
8/11/08 7:38,8/11/08,39671,982000088068667,22
8/11/08 7:39,8/11/08,39671,982000088068667,23
8/11/08 7:39,8/11/08,39671,982000088068667,33
8/13/08 22:48,8/13/08,39673,982000088068667,33
8/13/08 22:52,8/13/08,39673,982000088068667,32
8/13/08 23:19,8/13/08,39673,982000088068667,22
8/13/08 23:20,8/13/08,39673,982000088068667,21
8/14/08 4:36,8/14/08,39674,982000088068667,11
8/14/08 4:44,8/14/08,39674,982000088068667,12
8/14/08 7:44,8/14/08,39674,982000088068667,22
8/14/08 7:47,8/14/08,39674,982000088068667,23
8/15/08 22:40,8/15/08,39675,982000088068667,33
8/15/08 22:40,8/15/08,39675,982000088068667,32
8/15/08 23:06,8/15/08,39675,982000088068667,22
8/15/08 23:09,8/15/08,39675,982000088068667,21
8/16/08 4:04,8/16/08,39676,982000088068667,11
8/16/08 4:14,8/16/08,39676,982000088068667,12
8/16/08 11:12,8/16/08,39676,982000088068667,22
8/16/08 11:14,8/16/08,39676,982000088068667,23
8/17/08 22:54,8/17/08,39677,982000088068667,33
8/17/08 22:54,8/17/08,39677,982000088068667,32
8/17/08 23:19,8/17/08,39677,982000088068667,22
8/17/08 23:21,8/17/08,39677,982000088068667,21
8/17/08 23:21,8/17/08,39677,982000088068667,11
8/19/08 2:09,8/19/08,39679,982000088068667,11
8/19/08 2:14,8/19/08,39679,982000088068667,12
8/19/08 2:15,8/19/08,39679,982000088068667,22
8/19/08 2:16,8/19/08,39679,982000088068667,22
8/19/08 2:17,8/19/08,39679,982000088068667,22
8/19/08 2:17,8/19/08,39679,982000088068667,22
8/19/08 2:17,8/19/08,39679,982000088068667,22
8/19/08 6:27,8/19/08,39679,982000088068667,22
8/19/08 6:29,8/19/08,39679,982000088068667,23
8/19/08 6:29,8/19/08,39679,982000088068667,33
8/19/08 12:49,8/19/08,39679,982000088068667,32
8/19/08 12:49,8/19/08,39679,982000088068667,22
8/19/08 12:49,8/19/08,39679,982000088068667,22
8/20/08 22:28,8/20/08,39680,982000088068667,23
8/20/08 22:28,8/20/08,39680,982000088068667,32
8/21/08 6:58,8/21/08,39681,982000088068667,22
8/21/08 7:00,8/21/08,39681,982000088068667,23
7/11/08 12:51,7/11/08,39640,982000088068675,first read
7/11/08 12:51,7/11/08,39640,982000088068675,23
7/11/08 12:55,7/11/08,39640,982000088068675,32
7/11/08 12:55,7/11/08,39640,982000088068675,23
7/31/08 17:24,7/31/08,39660,982000088068692,first read
7/31/08 17:29,7/31/08,39660,982000088068692,12
7/31/08 23:55,7/31/08,39660,982000088068692,22
8/2/08 23:49,8/2/08,39662,982000088068692,22
8/2/08 23:50,8/2/08,39662,982000088068692,21
8/3/08 5:33,8/3/08,39663,982000088068692,11
8/3/08 5:38,8/3/08,39663,982000088068692,12
8/3/08 23:44,8/3/08,39663,982000088068692,22
8/3/08 23:46,8/3/08,39663,982000088068692,22
8/3/08 23:49,8/3/08,39663,982000088068692,22
8/3/08 23:50,8/3/08,39663,982000088068692,22
8/3/08 23:59,8/3/08,39663,982000088068692,22
8/4/08 0:00,8/4/08,39664,982000088068692,21
8/4/08 5:20,8/4/08,39664,982000088068692,11
8/4/08 5:26,8/4/08,39664,982000088068692,12
8/4/08 23:32,8/4/08,39664,982000088068692,22
8/4/08 23:40,8/4/08,39664,982000088068692,21
8/5/08 6:35,8/5/08,39665,982000088068692,11
8/5/08 6:53,8/5/08,39665,982000088068692,12
8/5/08 23:12,8/5/08,39665,982000088068692,22
8/5/08 23:13,8/5/08,39665,982000088068692,21
8/6/08 5:30,8/6/08,39666,982000088068692,11
8/6/08 5:35,8/6/08,39666,982000088068692,12
8/6/08 23:19,8/6/08,39666,982000088068692,22
8/6/08 23:20,8/6/08,39666,982000088068692,21
8/7/08 6:07,8/7/08,39667,982000088068692,11
8/7/08 6:15,8/7/08,39667,982000088068692,12
8/7/08 6:15,8/7/08,39667,982000088068692,22
8/7/08 23:15,8/7/08,39667,982000088068692,22
8/7/08 23:16,8/7/08,39667,982000088068692,21
8/8/08 5:45,8/8/08,39668,982000088068692,11
8/8/08 5:50,8/8/08,39668,982000088068692,12
8/8/08 23:13,8/8/08,39668,982000088068692,22
8/8/08 23:14,8/8/08,39668,982000088068692,21
8/9/08 5:52,8/9/08,39669,982000088068692,11
8/9/08 5:58,8/9/08,39669,982000088068692,12
8/9/08 23:34,8/9/08,39669,982000088068692,22
8/9/08 23:35,8/9/08,39669,982000088068692,21
8/10/08 5:55,8/10/08,39670,982000088068692,11
8/10/08 6:00,8/10/08,39670,982000088068692,12
8/10/08 6:00,8/10/08,39670,982000088068692,22
8/11/08 22:55,8/11/08,39671,982000088068692,22
8/11/08 22:56,8/11/08,39671,982000088068692,21
8/12/08 5:42,8/12/08,39672,982000088068692,11
8/12/08 5:49,8/12/08,39672,982000088068692,12
8/12/08 22:50,8/12/08,39672,982000088068692,22
8/12/08 22:53,8/12/08,39672,982000088068692,21
8/13/08 6:14,8/13/08,39673,982000088068692,11
8/13/08 6:22,8/13/08,39673,982000088068692,12
8/13/08 6:22,8/13/08,39673,982000088068692,22
8/13/08 22:51,8/13/08,39673,982000088068692,21
8/14/08 7:01,8/14/08,39674,982000088068692,11
8/14/08 8:27,8/14/08,39674,982000088068692,12
8/14/08 8:27,8/14/08,39674,982000088068692,22
8/14/08 22:59,8/14/08,39674,982000088068692,22
8/15/08 6:26,8/15/08,39675,982000088068692,21
8/15/08 6:31,8/15/08,39675,982000088068692,12
8/15/08 6:31,8/15/08,39675,982000088068692,22
8/15/08 6:31,8/15/08,39675,982000088068692,22
8/15/08 6:31,8/15/08,39675,982000088068692,22
8/15/08 6:31,8/15/08,39675,982000088068692,22
8/15/08 6:32,8/15/08,39675,982000088068692,22
8/15/08 22:56,8/15/08,39675,982000088068692,22
8/16/08 6:38,8/16/08,39676,982000088068692,21
8/16/08 6:44,8/16/08,39676,982000088068692,12
8/17/08 22:45,8/17/08,39677,982000088068692,22
8/17/08 22:46,8/17/08,39677,982000088068692,21
8/18/08 7:34,8/18/08,39678,982000088068692,11
8/18/08 7:57,8/18/08,39678,982000088068692,12
8/18/08 7:57,8/18/08,39678,982000088068692,22
8/18/08 22:24,8/18/08,39678,982000088068692,22
8/18/08 22:25,8/18/08,39678,982000088068692,21
8/19/08 6:52,8/19/08,39679,982000088068692,11
8/19/08 6:57,8/19/08,39679,982000088068692,12
8/19/08 12:49,8/19/08,39679,982000088068692,22
8/19/08 12:49,8/19/08,39679,982000088068692,22
8/19/08 12:49,8/19/08,39679,982000088068692,22
8/14/08 22:01,8/14/08,39674,982000088068696,first read
8/14/08 22:01,8/14/08,39674,982000088068696,32
8/14/08 22:05,8/14/08,39674,982000088068696,22
8/14/08 22:13,8/14/08,39674,982000088068696,23
8/16/08 20:20,8/16/08,39676,982000088068711,first read
8/16/08 20:21,8/16/08,39676,982000088068711,32
8/17/08 14:23,8/17/08,39677,982000088068711,22
8/17/08 14:35,8/17/08,39677,982000088068711,22
8/17/08 15:14,8/17/08,39677,982000088068711,22
8/17/08 15:26,8/17/08,39677,982000088068711,22
8/17/08 15:29,8/17/08,39677,982000088068711,22
8/17/08 15:29,8/17/08,39677,982000088068711,22
8/17/08 15:30,8/17/08,39677,982000088068711,22
8/17/08 17:08,8/17/08,39677,982000088068711,22
8/17/08 17:25,8/17/08,39677,982000088068711,22
8/17/08 17:26,8/17/08,39677,982000088068711,22
8/17/08 17:35,8/17/08,39677,982000088068711,23
8/17/08 17:40,8/17/08,39677,982000088068711,33
8/17/08 17:42,8/17/08,39677,982000088068711,32
8/17/08 20:11,8/17/08,39677,982000088068711,22
8/17/08 20:11,8/17/08,39677,982000088068711,22
8/18/08 12:48,8/18/08,39678,982000088068711,22
8/18/08 13:33,8/18/08,39678,982000088068711,23
8/18/08 13:33,8/18/08,39678,982000088068711,33
8/18/08 23:03,8/18/08,39678,982000088068711,33
8/18/08 23:03,8/18/08,39678,982000088068711,32
8/19/08 7:24,8/19/08,39679,982000088068711,22
8/19/08 7:36,8/19/08,39679,982000088068711,23
8/19/08 7:36,8/19/08,39679,982000088068711,33
7/31/08 23:01,7/31/08,39660,982000088068712,first read
7/31/08 23:01,7/31/08,39660,982000088068712,33
7/31/08 23:01,7/31/08,39660,982000088068712,33
8/2/08 0:05,8/2/08,39662,982000088068712,31
8/2/08 0:05,8/2/08,39662,982000088068712,22
8/2/08 23:41,8/2/08,39662,982000088068712,22
8/2/08 23:48,8/2/08,39662,982000088068712,22
8/2/08 23:50,8/2/08,39662,982000088068712,21
8/3/08 1:12,8/3/08,39663,982000088068712,11
8/3/08 1:12,8/3/08,39663,982000088068712,11
8/3/08 1:21,8/3/08,39663,982000088068712,12
8/3/08 4:32,8/3/08,39663,982000088068712,22
8/3/08 4:42,8/3/08,39663,982000088068712,22
8/4/08 0:47,8/4/08,39664,982000088068712,22
8/4/08 11:56,8/4/08,39664,982000088068712,21
8/4/08 12:32,8/4/08,39664,982000088068712,12
8/4/08 12:32,8/4/08,39664,982000088068712,22
8/4/08 12:32,8/4/08,39664,982000088068712,22
8/4/08 12:33,8/4/08,39664,982000088068712,22
8/4/08 12:33,8/4/08,39664,982000088068712,22
8/4/08 12:34,8/4/08,39664,982000088068712,22
8/4/08 12:34,8/4/08,39664,982000088068712,22
8/4/08 12:34,8/4/08,39664,982000088068712,22
8/4/08 12:34,8/4/08,39664,982000088068712,22
8/4/08 12:34,8/4/08,39664,982000088068712,22
8/4/08 12:34,8/4/08,39664,982000088068712,22
8/4/08 12:35,8/4/08,39664,982000088068712,22
8/4/08 12:35,8/4/08,39664,982000088068712,22
8/4/08 12:35,8/4/08,39664,982000088068712,22
8/4/08 12:35,8/4/08,39664,982000088068712,22
8/4/08 12:35,8/4/08,39664,982000088068712,22
8/4/08 12:36,8/4/08,39664,982000088068712,22
8/4/08 12:36,8/4/08,39664,982000088068712,22
8/4/08 12:36,8/4/08,39664,982000088068712,22
8/4/08 23:32,8/4/08,39664,982000088068712,22
8/4/08 23:40,8/4/08,39664,982000088068712,21
8/5/08 0:22,8/5/08,39665,982000088068712,11
8/5/08 0:22,8/5/08,39665,982000088068712,11
8/5/08 0:27,8/5/08,39665,982000088068712,12
8/5/08 0:28,8/5/08,39665,982000088068712,22
8/5/08 0:28,8/5/08,39665,982000088068712,22
8/5/08 5:21,8/5/08,39665,982000088068712,22
8/5/08 5:29,8/5/08,39665,982000088068712,22
8/5/08 23:29,8/5/08,39665,982000088068712,22
